Latitude,Longitude,Mail Demand,Traffic Convenience,E-commerce Behavior,Future Demand Growth Rate,Predicted Future Demand
24.79963209507789,121.49464780702098,618,9,9,0.0578864585160099,653.7738313628942
25.260571445127933,121.44434686838535,1082,7,8,0.055394204707840164,1141.936529493883
25.085595153449123,121.47783635823247,1015,8,8,0.0495626790375749,1065.3061192231385
24.97892678735763,121.65952295259213,720,8,7,0.03109858718899816,742.3909827760787
24.624814912353948,121.44856085781159,1025,7,8,0.03126464168422527,1057.0462577263309
24.624795616268962,121.58320232014844,1014,8,8,0.05853441281784151,1073.3538945972914
24.54646688973456,121.53802520109954,1227,7,9,0.020411379837427683,1252.0447630605238
25.19294091661995,121.63183558268132,1240,7,8,0.04864199892968578,1300.3160786728104
24.980892009394566,121.76841486966238,835,8,9,0.04824984650221048,875.2886218293457
25.066458062236837,121.66628604860512,1197,7,9,0.0449075816379919,1250.7543752206761
24.51646759543664,121.40747018929538,554,9,8,0.05960435384347462,587.020812029285
25.275927881729597,121.31559156753065,999,9,7,0.03247517743054901,1031.4427022531183
25.16595411264034,121.43113202214991,1399,8,7,0.033598874551729926,1446.0048254978701
24.66987128854262,121.59753896535013,1387,8,8,0.023157576117862223,1419.1195580754747
24.645459973765682,121.32571290674213,1265,7,7,0.03771192546174949,1312.7055857091132
24.64672360788275,121.54818312360061,1035,7,9,0.030441941049393923,1066.5074089861228
24.74339379436763,121.59842142445844,661,7,9,0.033735468087105765,683.299144405577
24.91980514530579,121.46712194540848,1169,7,8,0.053382871610225105,1231.4045769123531
24.845556014913694,121.6854561018729,1093,9,7,0.057419380541099824,1155.7593829314221
24.732983312158435,121.35329912656688,1414,9,7,0.027429322880207423,1452.7850625526132
24.989482315777906,121.3375688908679,658,8,9,0.03490035726213864,680.9644350784872
24.611595088521632,121.6640943781018,687,7,8,0.05714522248461576,726.258767846931
24.733715718828176,121.5477456581031,559,7,7,0.022472338427568905,571.562037181011
24.793089474634954,121.64420119821386,1414,8,8,0.02369442112445514,1447.5039114699796
24.86485598737363,121.51741366930187,1316,7,7,0.026511639568249173,1350.889317671816
25.12814076911441,121.42320101661954,818,7,9,0.04380851336507499,853.8353639326314
24.659739025726687,121.7095511588371,1377,7,9,0.026018890840239898,1412.8280126870104
24.91138755073089,121.69970793948448,710,7,8,0.05872305525802933,751.6933692332009
24.973931655089636,121.64734823542722,905,7,9,0.03786858109034082,939.2710658867584
24.537160330175997,121.43607256861497,1163,8,7,0.04006071841400666,1209.5906155154898
24.98603588152115,121.59511533343453,608,7,9,0.029866344632216258,626.1587375363874
24.636419298949832,121.48048694847002,575,8,8,0.038838410097389336,597.3320858059989
24.552041274388223,121.34579103666331,1041,7,8,0.046476545305480454,1089.3820836630052
25.259108429802666,121.75865678773111,813,9,8,0.05004708547816171,853.6882804937454
25.272505626459647,121.36840931545947,1497,9,7,0.050154723308396515,1572.0816207926696
25.14671787849317,121.7751186769104,616,9,7,0.043115644507763534,642.5592370167824
24.743691015338698,121.52300288647898,1426,9,7,0.056174390999754284,1506.1046815656496
24.578137691205107,121.3925664644193,1367,8,7,0.05269631389224437,1439.0358610906978
25.047386421209726,121.57095047368918,1203,8,7,0.05028192458794502,1263.489155279298
24.85212199499168,121.7364729179382,518,7,9,0.022224220867218425,529.5121464092191
24.597630587875823,121.66611244320478,931,9,7,0.02027511848878597,949.8761353130598
24.896141528089018,121.70328057393073,1184,8,7,0.028497891087818916,1217.7415030479776
24.527510816892175,121.62939168335535,1239,7,9,0.04654094375653808,1296.6642293143507
25.227456321663027,121.64613828225892,849,7,7,0.03644789955530183,879.9442667224513
24.707023985280014,121.72459782578265,682,8,8,0.03609625037197246,706.6176427536851
25.030017827483185,121.42483400442958,612,9,7,0.055383475529184545,645.8946870238609
24.749368860871527,121.54471248182156,682,7,7,0.05582251392527354,720.0709544970365
24.91605441694225,121.4106047209098,980,9,8,0.056367010562143424,1035.2396703509005
24.937368223474625,121.79383400399833,645,9,8,0.03255512306060109,665.9980543740877
24.64788356442042,121.7720296698433,1330,9,8,0.04764223250957046,1393.3641692377287
25.27566770221165,121.31971340568425,1127,7,8,0.030865327250974784,1161.7852238118485
25.120106258688892,121.65278758625784,612,9,7,0.02762439332297799,628.9061287136626
25.25159915325135,121.76262415870784,1262,7,8,0.02738529829389477,1296.560246446895
25.21586188034212,121.39028767256366,975,9,8,0.03368430483454376,1007.84219721368
24.97831998304887,121.58397261527631,1262,7,9,0.03719830479119286,1308.9442606464854
25.237499388018495,121.75774414879402,802,9,8,0.053237966842202736,844.6968494074466
24.570794001641534,121.31697298929289,1470,8,8,0.024795643738908482,1506.4495962961955
24.656786289935315,121.64871013362341,1324,9,9,0.049397033895795764,1389.4016728780337
24.53618183112843,121.44867450368628,617,9,9,0.04125819656757221,642.456307282192
